,Unnamed: 0,DEPTH,DEN,GR,PHIE_D,PHIT_D,VP,VS,VSH_GR
237,4117,1814.625,2.18046,27.157690000000002,0.2725973,0.2934625,3.14994,1.63875,0.1335374
238,4118,1814.75,2.17496,27.46479,0.275593,0.2969001,3.16479,1.6352200000000001,0.1363652
239,4119,1814.875,2.1711,25.84593,0.2803047,0.2993126,3.17846,1.6376700000000002,0.12165050000000001
240,4120,1815.0,2.16998,26.916940000000004,0.27949179999999996,0.3000125,3.1821599999999997,1.6389599999999998,0.1313326
241,4121,1815.125,2.16885,27.98795,0.2786528,0.3007188,3.18586,1.64025,0.14122220000000002
242,4122,1815.25,2.16667,26.02326,0.2828251,0.3020812,3.20182,1.6486900000000002,0.1232395
243,4123,1815.375,2.16478,26.17059,0.2837995,0.3032626,3.2127,1.6593200000000001,0.12456379999999999
244,4124,1815.5,2.16447,25.51223,0.28491320000000003,0.3034563,3.2238700000000002,1.6737099999999998,0.1186756
245,4125,1815.625,2.16759,25.89322,0.28243229999999997,0.3015063,3.2282599999999997,1.67641,0.12207370000000001
246,4126,1815.75,2.1707,26.2742,0.27995349999999997,0.2995625,3.23265,1.6791200000000002,0.12549749999999998
247,4127,1815.875,2.1789099999999997,25.47939,0.27593379999999995,0.2944313,3.25294,1.6781400000000002,0.1183838
248,4128,1816.0,2.17407,26.520120000000002,0.2774999,0.2974564,3.2676,1.67845,0.1277213
249,4129,1816.125,2.16625,25.71085,0.2835244,0.3023438,3.26717,1.6886,0.12044389999999998
250,4130,1816.25,2.16617,25.96669,0.283217,0.30239390000000005,3.25275,1.69225,0.122732
251,4131,1816.375,2.16882,26.448079999999997,0.28088309999999994,0.3007376,3.24247,1.69628,0.12706869999999998
252,4132,1816.5,2.1714599999999997,26.929479999999998,0.278549,0.29908759999999995,3.23225,1.70033,0.13144720000000001
253,4133,1816.625,2.1726,26.87913,0.2779083,0.298375,3.23866,1.70125,0.1309873
254,4134,1816.75,2.17962,27.535390000000003,0.2725785,0.2939875,3.27218,1.6972599999999998,0.13701770000000002
255,4135,1816.875,2.18567,28.03847,0.2680667,0.29020630000000003,3.30786,1.69659,0.14169389999999998
256,4136,1817.0,2.18667,25.621760000000002,0.2708859,0.2895812,3.3219199999999995,1.6986400000000001,0.1196499
257,4137,1817.125,2.1876700000000002,23.20506,0.2735444,0.2889563,3.3361099999999997,1.70068,0.09863612
258,4138,1817.25,2.19349,24.92463,0.2675868,0.2853188,3.3391,1.7084,0.1134846
259,4139,1817.375,2.1985099999999997,27.82044,0.2603592,0.2821813,3.29832,1.7154900000000002,0.1396615
260,4140,1817.5,2.20241,26.1621,0.2602926,0.2797438,3.27923,1.7191400000000001,0.1244874
261,4141,1817.625,2.20168,25.32476,0.26191679999999995,0.28020009999999995,3.26084,1.7131900000000002,0.11701289999999999
262,4142,1817.75,2.20045,26.94373,0.2604099,0.2809688,3.2645,1.7087299999999999,0.13157739999999998
263,4143,1817.875,2.19922,28.56271,0.2588287,0.2817376,3.26817,1.70429,0.1466166
264,4144,1818.0,2.20313,27.84791,0.2574317,0.27929380000000004,3.28215,1.6905599999999998,0.13991710000000002
265,4145,1818.125,2.19869,26.37043,0.2623241,0.2820688,3.2697599999999998,1.67787,0.1263664
266,4146,1818.25,2.19863,25.376720000000002,0.2637511,0.2821062,3.2502299999999997,1.6585299999999998,0.1174731
267,4147,1818.375,2.19043,27.72727,0.2655445,0.2872313,3.22484,1.6449,0.13879570000000002
268,4148,1818.5,2.18907,27.12074,0.267269,0.2880813,3.21184,1.64142,0.1331983
269,4149,1818.625,2.18771,26.51422,0.26898320000000003,0.2889313,3.19895,1.63795,0.1276678
270,4150,1818.75,2.18304,25.82597,0.27287009999999995,0.2918501,3.18649,1.6244299999999998,0.121472
271,4151,1818.875,2.17477,26.97715,0.276412,0.29701869999999997,3.19643,1.60489,0.131883
272,4152,1819.0,2.17519,24.85223,0.27912359999999997,0.29675630000000003,3.24306,1.60798,0.1128492
273,4153,1819.125,2.17373,25.21145,0.27954209999999996,0.2976688,3.27002,1.61296,0.11601089999999999
274,4154,1819.25,2.17227,25.57067,0.279957,0.2985812,3.2974300000000003,1.61796,0.1191951
275,4155,1819.375,2.18706,24.82046,0.2717483,0.2893375,3.34295,1.63019,0.1125706
276,4156,1819.5,2.1959,25.55836,0.26520540000000004,0.28381259999999997,3.4032199999999997,1.6576400000000002,0.1190856
277,4157,1819.625,2.20336,25.53115,0.2605807,0.27915,3.4274199999999997,1.6882099999999998,0.1188437
